@RELATION sys_attack
@ATTRIBUTE POS_ONE REAL
@ATTRIBUTE POS_TWO REAL
@ATTRIBUTE POS_THREE REAL
@ATTRIBUTE class {attack, normal}
@DATA
5,197,192,normal
197,192,3,normal
192,3,3,normal
3,3,3,normal
3,3,3,normal
3,3,6,normal
3,6,91,normal
6,91,5,normal
91,5,5,normal
5,5,5,normal
5,5,5,normal
5,5,240,normal
5,240,240,normal
240,240,13,normal
240,13,5,normal
13,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,3,normal
3,3,6,normal
3,6,91,normal
6,91,240,normal
91,240,174,normal
240,174,179,normal
174,179,119,normal
179,119,240,normal
119,240,240,normal
240,240,240,normal
240,240,4,normal
240,4,240,normal
4,240,255,normal
240,255,6,normal
255,6,6,normal
6,6,6,normal
6,6,240,normal
6,240,240,normal
240,240,240,normal
240,240,45,normal
240,45,91,normal
45,91,4,normal
174,6,5,normal
6,5,220,normal
5,220,221,normal
220,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,220,normal
221,220,6,normal
220,6,5,normal
6,5,63,normal
5,63,6,normal
63,6,11,normal
6,11,11,normal
11,11,11,normal
11,11,11,normal
11,11,45,normal
11,45,33,normal
45,33,192,normal
33,192,33,normal
192,33,5,normal
33,5,197,normal
5,197,192,normal
197,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,192,normal
192,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,125,normal
192,125,192,normal
125,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,125,normal
192,125,192,normal
125,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,125,normal
192,125,192,normal
125,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,33,normal
5,33,33,normal
33,33,5,normal
33,5,192,normal
5,192,6,normal
192,6,5,normal
6,5,192,normal
5,192,6,normal
192,6,5,normal
6,5,33,normal
5,33,5,normal
33,5,197,normal
5,197,192,normal
197,192,33,normal
192,33,192,normal
33,192,33,normal
192,33,192,normal
33,192,6,normal
192,6,5,normal
6,5,192,normal
5,192,6,normal
192,6,3,normal
6,3,6,normal
3,6,192,normal
6,192,192,normal
192,192,6,normal
192,6,5,normal
6,5,33,normal
5,33,3,normal
33,3,192,normal
3,192,125,normal
192,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,45,normal
125,45,45,normal
45,45,78,normal
45,78,155,normal
78,155,5,normal
155,5,5,normal
5,5,3,normal
5,3,5,normal
3,5,3,normal
5,3,3,normal
3,3,3,normal
3,3,5,normal
3,5,3,normal
5,3,5,normal
3,5,195,normal
5,195,220,normal
195,220,240,normal
220,240,192,normal
240,192,5,normal
192,5,197,normal
5,197,6,normal
197,6,125,normal
6,125,125,normal
125,125,91,normal
125,91,195,normal
91,195,33,normal
195,33,33,normal
33,33,6,normal
33,6,201,normal
6,201,3,normal
201,3,102,normal
3,102,125,normal
102,125,125,normal
125,125,125,normal
125,125,45,normal
125,45,140,normal
45,140,140,normal
140,140,3,normal
140,3,140,normal
3,140,140,normal
140,140,3,normal
140,3,140,normal
3,140,3,normal
140,3,140,normal
3,140,3,normal
140,3,140,normal
3,140,3,normal
140,3,140,normal
3,140,3,normal
140,3,192,normal
3,192,3,normal
192,3,3,normal
3,3,3,normal
3,3,140,normal
3,140,3,normal
140,3,91,normal
3,91,140,normal
91,140,3,normal
140,3,140,normal
3,140,3,normal
140,3,140,normal
3,140,3,normal
140,3,3,normal
3,3,3,normal
3,3,140,normal
3,140,3,normal
140,3,78,normal
3,78,78,normal
78,78,78,normal
78,78,140,normal
78,140,3,normal
140,3,78,normal
3,78,78,normal
78,78,5,normal
78,5,33,normal
5,33,4,normal
33,4,6,normal
4,6,91,normal
6,91,140,normal
91,140,3,normal
140,3,6,normal
3,6,91,normal
168,168,102,normal
168,102,168,normal
102,168,102,normal
168,102,4,normal
102,4,168,normal
4,168,168,normal
168,168,168,normal
168,168,240,normal
168,240,240,normal
240,240,168,normal
240,168,240,normal
168,240,3,normal
240,3,240,normal
3,240,240,normal
240,240,168,normal
240,168,168,normal
168,168,168,normal
168,168,168,normal
168,168,240,normal
168,240,168,normal
240,168,240,normal
168,240,3,normal
240,3,240,normal
3,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,102,normal
240,102,168,normal
102,168,240,normal
168,240,3,normal
240,3,240,normal
3,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,102,normal
240,102,168,normal
102,168,3,normal
168,3,102,normal
3,102,240,normal
102,240,168,normal
240,168,240,normal
168,240,3,normal
240,3,240,normal
3,240,221,normal
240,221,168,normal
221,168,240,normal
168,240,168,normal
240,168,3,normal
168,3,102,normal
3,102,240,normal
102,240,168,normal
240,168,3,normal
168,3,102,normal
3,102,168,normal
102,168,3,normal
168,3,102,normal
3,102,102,normal
102,102,168,normal
102,168,240,normal
168,240,3,normal
240,3,240,normal
3,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,102,normal
240,102,6,normal
102,6,168,normal
6,168,168,normal
168,168,240,normal
168,240,3,normal
240,3,240,normal
3,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,102,normal
240,102,168,normal
102,168,102,normal
168,102,168,normal
102,168,102,normal
168,102,6,normal
102,6,6,normal
6,6,168,normal
6,168,4,normal
168,4,168,normal
4,168,42,normal
168,42,221,normal
42,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,168,normal
221,168,240,normal
168,240,3,normal
240,3,240,normal
3,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,102,normal
240,102,168,normal
102,168,102,normal
168,102,168,normal
102,168,102,normal
168,102,6,normal
102,6,6,normal
6,6,168,normal
6,168,168,normal
168,168,42,normal
168,42,221,normal
42,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,168,normal
221,168,240,normal
168,240,3,normal
240,3,240,normal
3,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,102,normal
240,102,168,normal
102,168,102,normal
168,102,168,normal
102,168,102,normal
168,102,6,normal
102,6,6,normal
6,6,168,normal
6,168,168,normal
168,168,42,normal
168,42,221,normal
42,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,168,normal
221,168,240,normal
168,240,3,normal
240,3,240,normal
3,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,102,normal
240,102,168,normal
102,168,102,normal
168,102,168,normal
102,168,102,normal
168,102,6,normal
102,6,6,normal
6,6,168,normal
6,168,168,normal
168,168,42,normal
168,42,221,normal
42,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,168,normal
221,168,240,normal
168,240,3,normal
240,3,240,normal
3,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,102,normal
240,102,168,normal
102,168,240,normal
168,240,3,normal
240,3,240,normal
3,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,102,normal
240,102,168,normal
102,168,102,normal
168,102,168,normal
102,168,102,normal
168,102,6,normal
102,6,6,normal
6,6,168,normal
6,168,168,normal
168,168,42,normal
168,42,221,normal
42,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,168,normal
221,168,240,normal
168,240,3,normal
240,3,240,normal
3,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,102,normal
240,102,168,normal
102,168,102,normal
168,102,168,normal
102,168,102,normal
168,102,6,normal
102,6,6,normal
6,6,168,normal
6,168,168,normal
168,168,42,normal
168,42,221,normal
42,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
311,42,168,normal
42,168,168,normal
168,168,240,normal
168,240,168,normal
240,168,168,normal
168,168,102,normal
168,102,4,normal
102,4,168,normal
4,168,42,normal
168,42,168,normal
42,168,168,normal
168,168,168,normal
168,168,168,normal
168,168,168,normal
168,168,102,normal
168,102,102,normal
102,102,6,normal
102,6,6,normal
6,6,168,normal
6,168,4,normal
168,4,168,normal
4,168,42,normal
168,42,221,normal
42,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,168,normal
221,168,3,normal
168,3,102,normal
3,102,102,normal
102,102,168,normal
102,168,102,normal
168,102,168,normal
102,168,102,normal
168,102,6,normal
102,6,6,normal
6,6,168,normal
6,168,168,normal
168,168,42,normal
168,42,221,normal
42,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,6,normal
221,6,4,normal
6,4,168,normal
4,168,42,normal
168,42,168,normal
42,168,3,normal
168,3,168,normal
3,168,102,normal
168,102,4,normal
102,4,168,normal
4,168,168,normal
168,168,168,normal
168,168,168,normal
168,168,168,normal
168,168,102,normal
168,102,102,normal
102,102,6,normal
102,6,6,normal
6,6,168,normal
6,168,4,normal
168,4,168,normal
4,168,42,normal
168,42,221,normal
42,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,168,normal
221,168,3,normal
168,3,102,normal
3,102,102,normal
102,102,168,normal
102,168,102,normal
168,102,168,normal
102,168,102,normal
168,102,6,normal
102,6,6,normal
6,6,168,normal
6,168,168,normal
168,168,42,normal
168,42,221,normal
42,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,168,normal
221,168,168,normal
168,168,168,normal
168,168,4,normal
168,4,168,normal
4,168,168,normal
168,168,168,normal
168,168,102,normal
168,102,102,normal
102,102,6,normal
102,6,6,normal
6,6,168,normal
6,168,4,normal
168,4,168,normal
4,168,42,normal
168,42,221,normal
42,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,168,normal
221,168,168,normal
168,168,168,normal
168,168,102,normal
168,102,3,normal
102,3,168,normal
3,168,102,normal
168,102,168,normal
102,168,102,normal
168,102,6,normal
102,6,6,normal
6,6,168,normal
6,168,168,normal
168,168,102,normal
168,102,168,normal
102,168,168,normal
168,168,102,normal
168,102,168,normal
102,168,4,normal
168,4,168,normal
4,168,42,normal
168,42,221,normal
42,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,168,normal
196,240,192,normal
240,192,33,normal
192,33,5,normal
33,5,192,normal
5,192,125,normal
192,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,91,normal
125,91,240,normal
91,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,5,normal
240,5,5,normal
5,5,3,normal
5,3,140,normal
3,140,140,normal
140,140,140,normal
140,140,240,normal
140,240,140,normal
240,140,240,normal
140,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,140,normal
240,140,140,normal
140,140,3,normal
140,3,140,normal
3,140,140,normal
140,140,3,normal
140,3,140,normal
3,140,3,normal
140,3,3,normal
3,3,140,normal
3,140,91,normal
140,91,5,normal
91,5,140,normal
5,140,78,normal
140,78,3,normal
78,3,3,normal
3,3,140,normal
3,140,3,normal
140,3,140,normal
3,140,3,normal
140,3,3,normal
3,3,3,normal
3,3,3,normal
3,3,140,normal
3,140,3,normal
140,3,219,normal
3,219,140,normal
219,140,140,normal
140,140,3,normal
140,3,3,normal
3,3,140,normal
3,140,78,normal
140,78,78,normal
78,78,78,normal
78,78,140,normal
78,140,3,normal
140,3,78,normal
3,78,78,normal
78,78,240,normal
78,240,240,normal
240,240,140,normal
240,140,140,normal
140,140,140,normal
140,140,3,normal
140,3,125,normal
3,125,3,normal
125,3,125,normal
3,125,140,normal
125,140,125,normal
140,125,3,normal
125,3,3,normal
3,3,140,normal
3,140,78,normal
140,78,240,normal
78,240,240,normal
240,240,196,normal
240,196,78,normal
196,78,195,normal
78,195,5,normal
195,5,3,normal
5,3,140,normal
3,140,3,normal
140,3,3,normal
3,3,140,normal
3,140,3,normal
140,3,140,normal
3,140,3,normal
140,3,3,normal
3,3,140,normal
3,140,3,normal
140,3,140,normal
3,140,3,normal
140,3,3,normal
3,3,140,normal
3,140,3,normal
140,3,140,normal
3,140,3,normal
140,3,3,normal
3,3,140,normal
3,140,3,normal
140,3,140,normal
3,140,3,normal
140,3,140,normal
3,140,3,normal
140,3,140,normal
3,140,3,normal
140,3,140,normal
3,140,3,normal
140,3,140,normal
3,140,3,normal
140,3,3,normal
3,3,140,normal
3,140,3,normal
140,3,140,normal
3,140,3,normal
140,3,3,normal
3,3,140,normal
3,140,3,normal
140,3,140,normal
3,140,3,normal
140,3,3,normal
3,3,140,normal
3,140,3,normal
140,3,195,normal
3,195,140,normal
195,140,3,normal
140,3,3,normal
3,3,140,normal
3,140,3,normal
140,3,240,normal
3,240,240,normal
240,240,192,normal
240,192,125,normal
192,125,3,normal
125,3,3,normal
3,3,3,normal
3,3,140,normal
3,140,3,normal
140,3,140,normal
3,140,3,normal
140,3,78,normal
3,78,140,normal
78,140,3,normal
140,3,78,normal
3,78,78,normal
78,78,240,normal
6,91,174,normal
91,174,42,normal
174,42,195,normal
42,195,78,normal
195,78,5,normal
78,5,10,normal
5,10,221,normal
10,221,197,normal
221,197,192,normal
197,192,140,normal
192,140,195,normal
140,195,5,normal
195,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,195,normal
3,195,5,normal
195,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,5,normal
3,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,192,normal
192,192,6,normal
192,6,5,normal
6,5,197,normal
5,197,192,normal
197,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,192,normal
192,192,6,normal
192,6,125,normal
6,125,125,normal
125,125,91,normal
125,91,5,normal
91,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,6,normal
192,6,125,normal
6,125,5,normal
125,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,6,normal
192,6,125,normal
6,125,3,normal
125,3,6,normal
3,6,91,normal
6,91,5,normal
91,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,6,normal
192,6,125,normal
6,125,195,normal
125,195,5,normal
195,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,3,normal
3,3,6,normal
3,6,91,normal
6,91,195,normal
91,195,5,normal
195,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,3,normal
3,3,6,normal
3,6,91,normal
6,91,5,normal
91,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,6,normal
192,6,125,normal
6,125,3,normal
125,3,6,normal
3,6,91,normal
6,91,5,normal
91,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,195,normal
3,195,5,normal
195,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,3,normal
3,3,6,normal
3,6,91,normal
6,91,195,normal
91,195,5,normal
195,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,3,normal
3,3,6,normal
3,6,91,normal
6,91,195,normal
91,195,5,normal
195,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,5,normal
3,5,5,normal
5,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,6,normal
192,6,125,normal
6,125,3,normal
125,3,6,normal
3,6,91,normal
6,91,195,normal
91,195,5,normal
195,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,5,normal
3,5,5,normal
5,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,6,normal
192,6,5,normal
6,5,197,normal
5,197,192,normal
197,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,192,normal
192,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,6,normal
192,6,125,normal
6,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,258,normal
125,258,311,normal
258,311,240,normal
311,240,240,normal
240,240,174,normal
240,174,174,normal
174,174,175,normal
174,175,191,normal
175,191,122,normal
191,122,91,normal
122,91,3,normal
91,3,6,normal
3,6,91,normal
6,91,3,normal
91,3,6,normal
3,6,91,normal
6,91,199,normal
91,199,5,normal
199,5,140,normal
5,140,197,normal
140,197,192,normal
197,192,140,normal
192,140,91,normal
140,91,6,normal
91,6,5,normal
6,5,140,normal
5,140,197,normal
140,197,192,normal
197,192,140,normal
192,140,91,normal
140,91,6,normal
91,6,13,normal
6,13,5,normal
13,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,3,normal
3,3,6,normal
3,6,91,normal
6,91,5,normal
91,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,3,normal
3,3,6,normal
3,6,91,normal
6,91,5,normal
91,5,140,normal
5,140,197,normal
140,197,192,normal
197,192,140,normal
192,140,91,normal
140,91,6,normal
91,6,195,normal
6,195,5,normal
195,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,3,normal
3,3,6,normal
3,6,91,normal
6,91,5,normal
91,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,3,normal
3,3,6,normal
3,6,91,normal
6,91,5,normal
91,5,140,normal
5,140,197,normal
140,197,192,normal
197,192,140,normal
192,140,91,normal
140,91,6,normal
91,6,195,normal
6,195,199,normal
195,199,33,normal
199,33,5,normal
33,5,140,normal
5,140,27,normal
140,27,174,normal
27,174,27,normal
174,27,221,normal
27,221,3,normal
221,3,3,normal
3,3,3,normal
3,3,3,normal
3,3,3,normal
3,3,3,normal
3,3,3,normal
3,3,3,normal
3,3,3,normal
3,3,3,normal
3,3,3,normal
3,3,220,normal
3,220,114,normal
220,114,6,normal
114,6,102,normal
6,102,91,normal
240,240,5,normal
240,5,5,normal
5,5,197,normal
5,197,78,normal
197,78,5,normal
78,5,207,normal
5,207,94,normal
207,94,6,normal
94,6,78,normal
6,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,4,normal
240,4,78,normal
4,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,78,normal
240,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,78,normal
240,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,78,normal
240,78,240,normal
78,240,196,normal
240,196,78,normal
196,78,78,normal
78,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,196,normal
240,196,78,normal
196,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,196,normal
240,196,78,normal
196,78,78,normal
78,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,196,normal
240,196,78,normal
196,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,196,normal
240,196,78,normal
196,78,78,normal
78,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,196,normal
240,196,78,normal
196,78,78,normal
78,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,196,normal
240,196,78,normal
196,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,196,normal
240,196,78,normal
196,78,78,normal
78,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,78,normal
240,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,78,normal
240,78,196,normal
78,196,78,normal
196,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,5,normal
240,5,5,normal
5,5,197,normal
5,197,78,normal
197,78,5,normal
78,5,207,normal
5,207,94,normal
207,94,6,normal
94,6,78,normal
6,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,4,normal
240,4,240,normal
4,240,4,normal
240,4,240,normal
4,240,78,normal
240,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,118,normal
240,118,38,normal
118,38,197,normal
38,197,6,normal
197,6,78,normal
6,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,196,normal
240,196,240,normal
196,240,240,normal
240,240,78,normal
240,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,78,normal
240,78,219,normal
78,219,91,normal
311,78,33,normal
78,33,195,normal
33,195,196,normal
195,196,240,normal
196,240,78,normal
240,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,33,normal
240,33,195,normal
33,195,196,normal
195,196,78,normal
196,78,195,normal
78,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,78,normal
195,78,78,normal
78,78,78,normal
78,78,33,normal
78,33,33,normal
33,33,33,normal
33,33,5,normal
33,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,3,normal
3,3,6,normal
3,6,91,normal
6,91,195,normal
91,195,195,normal
195,195,196,normal
195,196,196,normal
196,196,196,normal
196,196,196,normal
196,196,240,normal
196,240,78,normal
240,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,5,normal
240,5,197,normal
5,197,4,normal
197,4,240,normal
4,240,78,normal
240,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,3,normal
240,3,78,normal
3,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,197,normal
240,197,78,normal
197,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,6,normal
240,6,78,normal
6,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,78,normal
240,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,78,normal
240,78,240,normal
78,240,33,normal
240,33,195,normal
33,195,196,normal
195,196,78,normal
196,78,265,normal
78,265,3,normal
265,3,6,normal
3,6,91,normal
6,91,195,normal
91,195,196,normal
195,196,196,normal
196,196,196,normal
196,196,196,normal
196,196,78,normal
196,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,33,normal
240,33,195,normal
33,195,196,normal
195,196,78,normal
196,78,78,normal
78,78,78,normal
78,78,78,normal
78,78,33,normal
78,33,33,normal
33,33,33,normal
33,33,240,normal
33,240,240,normal
240,240,240,normal
240,240,78,normal
240,78,265,normal
78,265,240,normal
265,240,78,normal
240,78,33,normal
78,33,195,normal
33,195,196,normal
195,196,78,normal
196,78,78,normal
78,78,78,normal
78,78,78,normal
78,78,33,normal
78,33,33,normal
33,33,33,normal
33,33,5,normal
33,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,3,normal
3,3,6,normal
3,6,91,normal
6,91,195,normal
91,195,196,normal
195,196,196,normal
196,196,196,normal
196,196,196,normal
196,196,4,normal
196,4,78,normal
4,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,5,normal
240,5,197,normal
5,197,78,normal
197,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,3,normal
240,3,4,normal
3,4,78,normal
4,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,3,normal
240,3,4,normal
3,4,78,normal
4,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,197,normal
240,197,4,normal
197,4,78,normal
4,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,6,normal
240,6,4,normal
6,4,78,normal
4,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,78,normal
240,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,78,normal
240,78,265,normal
78,265,240,normal
265,240,78,normal
240,78,240,normal
78,240,33,normal
240,33,195,normal
33,195,196,normal
195,196,240,normal
196,240,240,normal
240,240,78,normal
240,78,240,normal
78,240,265,normal
240,265,240,normal
265,240,240,normal
240,240,5,normal
240,5,197,normal
5,197,4,normal
197,4,240,normal
4,240,78,normal
240,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,197,normal
240,197,78,normal
197,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,78,normal
240,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,78,normal
240,78,240,normal
78,240,196,normal
240,196,195,normal
196,195,33,normal
195,33,195,normal
33,195,33,normal
195,33,195,normal
33,195,33,normal
195,33,195,normal
33,195,33,normal
195,33,195,normal
33,195,33,normal
195,33,195,normal
33,195,39,normal
195,39,39,normal
39,39,5,normal
39,5,6,normal
5,6,38,normal
6,38,196,normal
38,196,196,normal
196,196,196,normal
196,196,196,normal
196,196,196,normal
196,196,196,normal
196,196,196,normal
196,196,196,normal
196,196,196,normal
196,196,196,normal
196,196,196,normal
196,196,102,normal
196,102,102,normal
102,102,221,normal
102,221,221,normal
221,221,201,normal
221,201,102,normal
201,102,168,normal
102,168,102,normal
168,102,102,normal
102,102,168,normal
102,168,240,normal
168,240,240,normal
240,240,78,normal
240,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,240,normal
240,240,78,normal
240,78,240,normal
78,240,33,normal
240,33,195,normal
33,195,196,normal
195,196,78,normal
196,78,195,normal
78,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,78,normal
195,78,78,normal
78,78,78,normal
78,78,33,normal
78,33,33,normal
33,33,33,normal
33,33,5,normal
33,5,3,normal
5,3,3,normal
3,3,6,normal
3,6,91,normal
6,91,195,normal
91,195,196,normal
195,196,196,normal
196,196,196,normal
196,196,196,normal
196,196,78,normal
196,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,33,normal
240,33,195,normal
33,195,196,normal
195,196,78,normal
196,78,265,normal
78,265,240,normal
265,240,240,normal
240,240,240,normal
240,240,33,normal
240,33,195,normal
33,195,196,normal
195,196,78,normal
196,78,78,normal
78,78,78,normal
78,78,78,normal
78,78,33,normal
78,33,33,normal
33,33,33,normal
33,33,78,normal
33,78,265,normal
